label	content
1	505:...浅水漫长广漠淼淼的中外诗章，更难得他依然是“带头马”、“领飞雁”牵偕幼驹雏雁奔驰[飞翔]，并与我们携手互勉乐嗬嗬奋力终极跋涉。
0	506:...如在唱着告别的歌。突然，她展开翅膀试图飞向天空，但已体衰力竭，再也不能自由自在地[飞翔]了。然而长空在呼唤，生命在呼喊，天鹅鼓足全部力量，不屈不挠地立起脚尖，似乎要离开湖...
1	507:...军，现为国防科工委政治部主任，少将军衔。可以说，是军队哺育了他的成长，给予他永远[飞翔]的翅膀。朱增泉写过许多反映军旅题材的诗，他的一首《冬季，我思念天下的士兵》，令多少...
1	508:编者按：作家出版社即将出版万方的小说集《和天使一起[飞翔]》，万方的父亲曹禺为女儿的书写了一篇短序，这篇序成了曹禺先生最后的文字。为悼念这位文学与戏剧大师，我们特将他的绝笔连同《和天使一起[飞翔]》的后记转载于此。标题均为本报所拟。
1	509:...较像我的一个，所以她成了写东西的人。她写的东西我看过，小说《杀人》、《和天使一起[飞翔]》我觉得有力量，给人思索。我曾经担心她会是一个比较专注自己内心的作者，现在我不担这...
1	510:...下了很多东西，透明的生命回到一个好地方去了。爸爸，我把我的这本小说集《和天使一起[飞翔]》送给你。
1	511:...、《站在无人的风口》、《私人生活》、《一个人的战争》、《守望空心岁月》、《致命的[飞翔]》、《迷幻花园》、《末日的阳光》等作品中，我们看到的是对往昔岁月的萦怀伤感，是对个...
0	512:...，若是女孩取名亚密。周扬临走时，他给吴淑媛留下一本浅绿色的信笺纸，那上面印了一只[飞翔]的鸿雁。周扬对淑媛说：“你要常给我写信哦！”身怀六甲的吴淑媛，接下了那本信笺，她万...
1	513:我是云雀，我[飞翔]在云端。
1	514:...0分，凝固在时钟上，长针短针双双朝上，像一对伸扬的臂膀。一位外国作家曾写过一个想[飞翔]的人就选择了10点10分这个时间。是否正是这样想？你的灵魂是否插上了翅膀飞上了茫茫...
1	515:[飞翔]船在水上鱼跃似地起伏，船身有规律地晃动着，文革把头靠在舷窗的一侧，望着越离越远的香...
1	516:...我们能够感觉到它们的存在，准备接受这个事实，却摸不着它们的边际。他喜欢作品有一个[飞翔]的变化，逐渐逐级往上爬升，不知不觉，原先的角度已改变，读者随着他飞，却看不出移动的...
0	517:然后，黄胄又在画面上添写了两只[飞翔]的天鹅，他一面画，一面笑着说：“我的画，如果要润笔费的话，要千元一尺，增加一只天鹅...
0	518:...2米（因当时测量条件简易，数字可能会有误差）；机头向南，机尾向东，保持着由东向南[飞翔]的姿态。坠落地距国境线中方一侧137米，海拔3325米，是一个长满大树杜鹃和竹子的...
1	519:...一两本书。她曾在一篇散文中这样写道：书是我的空气、我的血液、我的脚、我的眼睛、我[飞翔]的翅膀。
1	520:...家》等中短篇小说往往于喜剧中见苦涩；而在他近两年的作品《坚硬的柔软》与《月色下的[飞翔]》中，知识分子中的生存状况与人格弱点得到了更深的开掘。
1	521:林珠心领神会地看了康伟业一眼，她那年轻健康饱含活力的笑声小鸟一样在车里头快乐地[飞翔]。她说：“康总真好。康总，我饿了，我没有吃飞机上的饭。能提一个要求吗？”林珠的节奏...
0	522:...美好的希望与憧憬之中。他脚底下的云是那么洁白，云层上的天空是那么湛蓝，飞机平稳地[飞翔]在他只有希望与憧憬而没有别的杂物的精神世界里。空姐贤惠的笑脸和蓝色条纹衬衣还有白围...
1	523:...它以其“滩长、沙白、水净、浪软”的特点而赢得了南方北戴河的美誉；激浪男女，像游鱼[飞翔]腾扑。几群海鸥，时而亲吻浪花，时而拍浪欢叫，别有一番情趣。港湾东部，大角山庄绿荫掩...
1	524:...幅，更见先生书艺绝技。此书为南阳先生左右笔书就，其琴似琴，其瑟若瑟，其和乃和平鸽[飞翔]，其鸣似鸟在唱。在我看来，得此题作，实乃平生之快事。
0	525:...长３至６米，由于不受外界气候条件限制，适用范围更加广阔，可以在大型室内场所升降、[飞翔]、悬停，携带商品广告上下翻飞。
0	526:...呢绒系列男茄克———雅鹿飞龙衫，在市场上一炮打响，工厂当年扭亏为盈。继而又推出“[飞翔]”衫、“飞鹰”衫系列１８万件，不仅吃掉了上海十二毛纺厂压库的所有同类面料，还在张家...
0	527:北京顺义县[飞翔]涂料厂工程技术人员与大学教授合作，共同研制开发了液体高光冷瓷高档新产品。
0	528:...中，配合蚂蚁适量加入蜻蜓，疗效常常令人惊奇。尤其值得指出的是蜻蜓从卵到成虫长翅膀[飞翔]要５年以上，在未长翅膀之前近５年时间生活在水面上，喜凉，喜湿，为此蜻蜓最擅长滋阴，...
0	529:在千岛湖畔，常见几十只、几百只一群的野鸭、白鹭在空中[飞翔]，几十斤重的大鱼在湖面结伴游荡，不时跃出水面；在林间，鸟语不绝，野兔、黄鹿常在人前...
1	530:和平，江西省瑞昌市一个地处偏僻的山头乡，一向以穷闻名。可如今，辣椒给了和平[飞翔]的翅膀，靠种植辣椒，和平人圆了一个孕育多年的梦。
1	531:...的许多篇什，我都耳熟能详，说出它诞生在一个什么样的情景中，灵感的吉光片羽是怎么样[飞翔]起来，把作者托入创造的愉悦和圣洁之境。比如《乡村风景线》，比如《灯下》，比如《老屋...
0	532:...异议，“英瑞”公司未在法定的６个月内提出异议。三、两个商标，一是凶鹰口含标带向左[飞翔]；一是凶雕向右展翅，如被一巨手所擒。其名称、图样、色彩和配景各有特征。这场斗争于１...
0	533:我的目光不能放弃乳燕的[飞翔]
1	534:...稚，但它却几近固执地占据在我少年的小小梦境里。每当我独坐暝思时，我就觉得我的灵魂[飞翔]起来，消失在我虚拟的古典云烟之中。我仿佛看到历朝历代的隐士们素衣宽袖，或弹琴戏鹤，...
1	"535:...密密麻麻地站满了人。到10时左右,人数已经达到十多万人。“我想有一天我也能在天上[飞翔]。”今年12岁的小朋友王晗仰着头,天真地对妈妈说。虽然才12岁,他已经会驾驶汽车了..."
0	"536:第一特殊赛段使用倍受关注的西联超级赛道。赛前的开幕式气氛热烈,数百羽白鸽展翅[飞翔],数百只彩色气球升上蓝天。在观众席和山坡上观众兴致昂然的注目下,国际汽联副主席候赛..."
0	"537:在美丽的青龙山红星湖上,随着2001只和平鸽展翅[飞翔],“三龙”邀请赛正式拉开帷幕。开幕式现场,滑翔伞在天空中自由穿梭,大冶市民间团体的..."
1	"538:...中国塑料城创办了中国塑料信息网后,这使原先仅有百余家入场企业的塑料专业市场插上了[飞翔]的翅膀,借助互联网,场内企业迅速拓展了国内外市场。目前,这一网站已成为我国重要的塑..."
0	"539:...帆,如扬帆起航的轮船。最为奇妙的是,它还会将平伸着的笨重两翼轻巧地折叠起来,展翅[飞翔]。是科技使这小小银色舞台焕发着变幻无穷的魅力。"
1	"552:...如别人。吉新鹏自己说:“我相信自己会调整好的”。到那时,他也许又会像一只大鹏展翅[飞翔]。但是,现在他更需要的是社会、球迷甚至教练给他更多的宽容和机会。"
1	"555:...这类比较刺激的游戏,最是他们钟爱的运动,往往尽量使劲地把秋千荡高,去体验那种空中[飞翔]的感觉。这些虽然给孩子们带来了无限快乐,但一些路过的人们在看到这种情景时,往往为他..."
0	"556:位于浙江嘉兴的秦山核电站厂址内,到处绿树成荫,花团锦簇,白鹭[飞翔],一派核电、人与自然和谐相处的景象。10年来,通过在役检查和安全壳强度、密封试验,..."
0	"557:...的楼群错落有致,穿着整齐的核电人步履匆匆。在不远处的秦山山顶和旁边的海面上,白鹭[飞翔],核电站与人和自然构成了一幅令人心旷神怡的动人画面。"
0	"558:...好,新栽的树木也已成林;在迪庆州府所在地建塘镇附近,数十只黑颈鹤在草甸上空悠闲地[飞翔],远远地就能听到它们的鸣叫声。"
0	"559:...的“世纪贺卡”展现在大家面前,只见长2米、宽1米的特大贺卡上,绘制着金色的朝阳、[飞翔]的海鸥、驰聘的战舰。贺卡中间“世纪和平,国泰民安”八个大字,表达了水兵们对新世纪和..."
1	"560:...的招聘团两天来共接待近5万人,约2万人登记,数千人达成意向。“高原天地广,盼君来[飞翔]”,西藏招聘团的这一横幅表达了西部地区对人才的殷殷期盼之情。"
0	"561:...了花。远处,几个外国留学生正拿着照相机不停地按下快门,留取这快乐的瞬间。一时间,[飞翔]的红嘴鸥和人们一张张欢娱的笑脸组成了一幅独特的“春城戏鸥图”。"
0	"562:恐鸟是已知鸟类中体型最大的,属于平胸鸟,体高可达4米,翅膀退化不能[飞翔],生活在新西兰,约于1800年左右灭绝。与恐鸟血缘相近的平胸鸟还有同样已经灭绝的马..."
0	"563:(记者赵华)蓝色的天空下,白色的冰面上,成百上千只海鸥时而静静休息,时而展翅[飞翔]。这是记者今天在大连虎滩湾看到的美景。"
1	"564:...精神和创新能力,就要给学生以足够的活动空间,让学生展开想像的翅膀,无拘无束地遨游[飞翔]。一小学有这样一节交通课,教师和学生一起围坐个圆圈,教师说:“同学们,今天,我们关..."
1	"565:...还没回来,居民们编制的2008只申奥千纸鹤早已组成五环图案,带着北京人的梦想开始[飞翔]。"
0	"566:...黄、白、黑、棕四种肤色的小朋友手牵手站在天安门上,手里拿着五环旗,绿色的草地上空[飞翔]着和平鸽。小朋友向甜甜解释说,画上天安门代表小朋友希望奥运会在北京举行,和平鸽代表..."
0	"567:据俄专家介绍,安-124型飞机就像一个[飞翔]的“发射场”。它使航天发射可以在北纬60度至南纬40度的任一高空位置进行,可供选择..."
0	"568:...衡同一地块的粮菜收益。再就是突出畜牧业的增收主体地位,市里提出今年依托佳宝奶业和[飞翔]兔业两大龙头公司,发展奶牛和獭兔的规模饲养,改变以猪、鸡为主的畜牧业传统结构,拓宽..."
1	"569:专题片共6集,分别为回家、[飞翔]、花之梦、大山里的童年、真情和永远的向往。"
1	570:(新华社“两会”报道日记)乘着比特[飞翔]――做
1	571:(新华社“两会”报道日记)乘着比特[飞翔]――做客新华网上
0	"572:...夫。在阳光的映照下,人类航天事业的三位先行者正将深邃的目光投向浩瀚的太空。在那里[飞翔]的“和平”号即将完成了自己的最后使命。它为航天事业所作出的重大贡献将为人类继续探索..."
0	"573:...产。于是,“和平”号担负起在困境中发展载人航天技术的使命。到坠毁之日,它在太空中[飞翔]了15年。"
1	"574:专题片共分6集,每集分别以回家、[飞翔]、花之梦、大山里的童年、真情、永远的向往为主题,从普通人的角度,揭示了在悉尼奥运会..."
0	"575:今天的总决赛在昆明金马碧鸡广场举行,有千余名群众到场观战。经过决战,“处于[飞翔]”二队获得A组冠军,云南农业大学一队获得B组冠军,并最终获得总冠军。刘璇为名为..."
0	576:通讯:巴西飞机在世界展翅[飞翔]
0	577:通讯:巴西飞机在世界展翅[飞翔]
1	"578:“我们希望不久的将来,所有儿童都能在自主、健康、灵动、清新的文化娱乐天空中自由[飞翔],健康成长。”(完)"
1	"579:...皮纤维,据说是农夫们在耕作时,斗笠突然被风卷起,农夫抓住系绳时,感觉到斗笠在风中[飞翔]很有趣,以后就经常放飞斗笠,最后演变成了风筝。"
1	"580:深受韩国观众喜爱的中国歌手孙悦的《我心[飞翔]》和零点乐队的《相信自己》回荡在天空中,激起了人们对奥运的憧憬和对申奥成功的信心。"
0	"581:...地的、外来的客人,都被风格浓郁的藏族歌舞所陶醉:“飞过雪山、飞过牧场,雄鹰在蓝天[飞翔]……”嘹亮的歌声在晚风中飘荡。"
0	"582:...儿园等5家;第三类为外国机构和个人开办的补习中心,如上海青海韩国人补习中心、上海[飞翔]日本人补习中心等4家。"
0	"583:由于这种小蜂具有很强的[飞翔]寻找寄主的能力,可以找到在各种隐蔽场所化蛹的美国白蛾产卵蛹寄生,克服了药剂防治污染..."
1	584:(社会广角)让网络给残疾人[飞翔]的翅膀
1	"585:(记者吕福明)“让网络给残疾人[飞翔]的翅膀”!今天,山东省残疾人联合会与省内多家媒体联合向社会发出“网络助残”的倡议。"
0	"586:...变的天气不时洒下蒙蒙细雨,滋润着大地万物,催生着奥运希望,海鸥在黑海边的泳池上空[飞翔],牵动着一个个奥运童星的憧憬和希望……"
0	"587:...炼升空达到,在他的指导下,300多名“奥姆真理教”的同仁已经克服了地球引力,能够[飞翔]了。有人让麻原彰晃做升空表演,他推脱说:“我不是在马戏团里,这也不是表演的地方。”"
1	588:我心[飞翔](王定昶)
1	"589:...们写了几首充满母爱柔情的儿歌,其中的一首这样写道:希望你像小鸟一样,在自由的天空[飞翔],在没有剥削的社会成长!"
0	"590:...末,距东胜市20多公里的泊江海子仍凉风习习,蔚蓝色的湖水水波翻涌,遗鸥群紧贴水面[飞翔]嬉戏。"
0	"591:...次。待到6月下旬,一个孵育期才算结束。小遗鸥出世10天后,便可以跟着爸爸妈妈一起[飞翔]、下水了。9月中下旬,遗鸥开始南迁,至封冻前,遗鸥便尽数从这里消失。飞离泊江海子的..."
0	"592:上午9时许,开幕式在壮严的国歌声中开始。2001只信鸽凌空而起,[飞翔]在蔚蓝色的天空中,象征着新千年的第一个全民健身活动周正式启动。"
0	"593:最终,哈尔滨第五中学[飞翔]队、第九中学二队、新阳中学火龙队和哈尔滨轴承集团公司二队分别获得四个组别的第一名。..."
1	"594:“即使翅膀折断了,心也要[飞翔]!”依靠这个信念的支持,轮椅上的作家张海迪以常人难以想像的意志力,克服病痛折磨,笔..."
0	"595:...些活动丰富多彩,如野外生存、宿营活动的重点是崇尚青春活力,活动中定向越野、攀岩、[飞翔]、远航等都可让都市人潇洒一回,体育健身与拓展训练结合起来,又是融挑战性、教育性、实..."
0	"596:...运动,最希望的就是吸引青少年的兴趣。他们观看一次特飞表演,也许从今天起就会有一个[飞翔]蓝天的梦想。"
1	"597:...苦等待的人群的激情点燃:欢呼声震耳欲聋,彩旗猎猎庆奥运,一个梦想在这无眠的夜展开[飞翔]的翅膀。"
0	"598:...是有后顾之忧,怕将来生活、工作没着落,迫使她们不得不早早地离开热爱着的蓝天。望着[飞翔]在天空中的朵朵伞花,李蓉蓉动情地说:“如果有一天,跳伞运动成为了奥运会正式比赛项目..."
0	"599:(记者张宁李亚彪)今天,吉林省长春市世纪广场鼓乐齐鸣,白鸽[飞翔],由共青团中央组织的全国中学生“走进社会大课堂”暑期实践教育活动全面启动,共青团中..."
1	"600:...它占地15亩,四周是跑道,主体为两层建筑,建筑面积5千多平方米,外形设计得像一只[飞翔]的燕子,含有人们期待中国女排再次腾飞之意。除了训练场地和设施外,还设有健身房等辅助..."
0	"601:...目前企业经营良好,今年销售收入可望突破3000万澳元,实现利润360万澳元。武汉[飞翔]科技有限公司在巴西投资480万美元合资生产环保餐具,不仅销售额增加,还带动了相关机..."
0	"602:...目前企业经营良好,今年销售收入可望突破3000万澳元,实现利润360万澳元。武汉[飞翔]科技有限公司在巴西投资480万美元合资生产环保餐具,不仅销售额增加,还带动了相关机..."
0	"603:...办。中秋彩灯展览将包括三组各具主题的花灯装置,即“秋风红叶鹿闲鸣”、“明珠生辉凤[飞翔]”,以及小型灯组“菊花双蟹”、“荷藕秋蜓”、“金收果熟”及“翠蔬丰盈”。各花灯装置..."
0	"604:临近尾声时的“空中开花”引来观众的惊叹。飞机在1800米的高度上[飞翔],4名跳伞员手拉手一起跳离飞机,到1500米左右的高度时,他们向4个方向同时冲开,..."
1	"605:...一个年轻人欢乐的海洋,观众能跟节目一起玩起来,动起来,让身心随着节目作一次自由的[飞翔]。"
1	"606:...。轻点鼠标,地理景观光盘上的长城、金字塔、富士山等尽入眼帘,想象的翅膀任你尽情地[飞翔]。"
0	"607:...培训以象山县骨干渔业出口企业所属的远洋渔业运输船渔民为主,象山港渔贸易有限公司、[飞翔]水产品有限公司、银剑水产品有限公司、华盛水产品有限公司的近百名即将出境的国际远洋渔..."
1	"608:...一座斜屋面的铝合金结构的三角形建筑,全玻璃天棚和晶莹剔透的玻璃幕墙,高32米,呈[飞翔]状,设计者以此寓意经济文化腾飞的上海;室内展示以突出原产中国的具有观赏价值的热带植..."
1	"609:...汇在一起,野趣盎然。借着手电光,记者看到洞顶有一处由蝙蝠组成的图案,酷似一只正在[飞翔]的大蝙蝠。"
1	"610:...绩较弱的学生同样的高分,但在批语上给了不同的要求:“你像一只五彩斑斓的风筝,能否[飞翔]在蓝天上,它的生命之线就牵在你的手中。”"
1	611:(小标题)行之潇洒:[飞翔]在青藏高原
1	"612:...因。正如佩雷斯日前在接受新华社记者采访时所说的:“就好象只有一个翅膀的鸟儿不可能[飞翔],只有一个右翼政党的政府肯定也不会长久。”"
0	"613:...成群结队,悠然自得地在湖区觅食嬉戏;或三三两两地窃窃私语;或者一起引颈高歌,展翅[飞翔]。"
0	"615:“亡羊补牢,未为晚也”。西班牙附近海面漂浮的大片油污和那些因沾满油污而无法[飞翔]的海鸟,应当让各国政府和国际航运界行动起来,防止此类生态灾难再次发生了。"
0	"616:...或低头觅食,或昂头高歌,或悠然嬉戏,或窃窃私语,霎时间,鸟群又一起引颈高歌,展翅[飞翔],只见漫天飞鸟遮尽云月,蔚为神奇。"
0	"617:...园气息。翻翻那些关于北京城的回忆,几乎所有的京华旧梦中,都会有鸽子的身影,它们以[飞翔]的姿态成为这座城市的一个符号。"
1	"618:...,转化成为佛教的宣传画。乐舞图像是佛教文化的重要组成部分,如手持乐器的菩萨、天空[飞翔]的飞天伎乐、人首鸟身的伽陵鸟伎乐等均表示天空乐舞对佛的礼拜;各种悬浮于空中不鼓自鸣..."
1	619:(台湾观察)“政治考量”难阻台商“自由[飞翔]”
1	620:题:(台湾观察)“政治考量”难阻台商“自由[飞翔]”
1	"621:...局实在没有必要再死守那些不得民心的“政治考量”,还是放手让等待已久的“风筝”自由[飞翔]吧。"
1	622:...人次中国即将迎来高校扩招后的首个就业高峰年(台湾观察)“政治考量”难阻台商“自由[飞翔]”李源潮任江苏省委书记李克强任河南省委书记江泽民致电祝贺“神舟”四号飞船发射成功今...
1	"623:...充满信心。他说:“我还想一搏。”我们期待着,吉新鹏在不久的将来会像一只大鹏,展翅[飞翔]在国际羽坛。"
0	"624:...飞的爬行动物,比鸟类早约7千万年飞上了天空,并在地球上生活了1.5亿年。为了适应[飞翔]的需要,它有许多类似鸟类的骨骼特征,但在分类系统上,翼龙并不属于恐龙。"
0	"625:...认为,翼龙的“毛”可能是为了调节体温或者适应其他功能的需要,比如增强飞行能力和在[飞翔]中捕获猎物时的消音等等。热河翼龙属中型翼龙,两翼展开长约90厘米,它可能以食昆虫为..."
0	"626:...斓,方寸之地浓缩了犹他州最著名的景点和特征,远景是映衬在蓝天白云下的沃塞奇山脉和[飞翔]的州鸟海鸥,近景由右及左分别是州花百合、布赖斯峡谷、国会礁、石拱国家公园、州议会大..."
1	"627:...内起跳,表演了经典的“空中飞人”动作。他表示,明天要来一个从罚球线后起跳的真正的[飞翔]扣篮。"
1	"628:...波在这个项目上为中国获得了冬奥会的首枚奖牌。近年来,高科技为这个古老的项目插上了[飞翔]的翅膀,新式冰刀、新式速滑服、新的训练和选材方式以及更加优质的冰场,使各国选手成绩..."
0	"629:一只“龙”形的风筝正悠然地[飞翔]在天安门广场上空,早春的微风载着人们的欢声笑语,传递出祥和宁静的气息。"
0	"630:...有诗意的话称,面对辽阔的天空,沐浴在春天的气息中,既锻炼了肢体又使心胸舒畅,望着[飞翔]的风筝,依然充满着憧憬。"
0	"631:大会的会徽由数字2、字母M、火焰、[飞翔]的鸽子及数字2002等形象构成主体;2002表明大会举办年,M表示举办地绵阳,数字2则表示本次比赛为第二届;红色火焰代表运动圣火;鸽子寓意和平、团结,[飞翔]形象寓意奋斗,象征了本届大会“团结交流、拼搏腾飞”的宗旨;圆形外框突出圆满之意,寓..."
1	"632:...话和广东话、韩国语等4种语言版本。英语版本中有介绍日本传统歌剧“歌舞伎”和如群鹭[飞翔]的姬路城堡内容,普通话等版本中有介绍旋转寿司店和东京迪斯尼游乐园的内容。这些录像带..."
1	"633:...纸来折叠,所折叠出来的千纸鹤的样子也是日本组委会统一的标准式样,即非常漂亮、展翅[飞翔]式。折叠一个千纸鹤大概需要5分钟以上。"
1	"634:...却使这位老人想起曾历尽艰辛的山山水水。“往日跋涉在崎岖的山道,如今却在群山的上空[飞翔],我怎能不激动呢?”"
0	"635:今年4月中旬,一只在练习[飞翔]时的小喜鹊跌落在处于唐山闹市区的祥和里居民小区的树丛中。据小区内208楼的居民介绍..."
0	"636:...猎隼做了一个窝,每天给它喂食,经过几天调养,小猎隼变得精神起来。职工们见它有能力[飞翔]了,就把它放归了大自然。"
0	"637:经过精心照料,白鹤从5月24日开始已行走自如,在20万平方米范围内自由[飞翔]。目前,这只白鹤活动频率越来越高,活动范围逐步扩大。"
0	"638:...留鄱湖,专家们尚未找到有说服力的答案,只是猜测它是在迁徙时由于身体不好,没有万里[飞翔]的能力,等身体恢复后,已找不到归路。"
0	"639:...每天傍晚都会驾着快艇出海,在海上傍着落日,傍着和风,甚至傍着骇浪,像海鸥一样自由[飞翔]是周志仁最惬意的享受。为了让自己这样的业余选手得到更专业一些的训练,他于去年底在广..."
0	"640:...有可能实现这一梦想。专家估计,到2010年,将有2000多架民用直升机在中国上空[飞翔]。"
0	"641:...碧波荡漾的湖水中游来游去,一会浮出水面,一会又悠悠地游向水底。湖面上不时起起落落[飞翔]着各种鸟儿。漫步在河北省衡水湖畔,就能体会到回归大自然的感觉。"
0	"642:...的渔民吴宝臣加快了返程的速度。此时天已大亮,船头正前方,一群水鸟迎着阳光在天空中[飞翔],仿佛成了我们的向导。"
0	"643:...中醒来的。大大小小的公园里,常看到提着鸟笼溜鸟的老人,而在鸟笼之外,更多的是自由[飞翔]的麻雀、喜鹊、白头翁。人们匆匆忙忙上班下班,鸟儿们也忙忙碌碌捉虫筑巢,互不干扰,和..."
0	"644:...境优雅,走在规划整齐、绿草如茵的庭院中,不时可以看到几只孔雀在漫步,成群的白鸽在[飞翔],处处都能感受到温暖、爱护与重生的喜悦。"
0	"645:...,河水比过去升高近2米,夹心滩和河边滩地已沉入水中。偶尔可见鸟儿在岸边成群觅食、[飞翔]。"
0	"646:...浪底水库放水之所以对水鸟影响不大,一是夹心滩和河边滩涂上的小鸟早已长大,可以自由[飞翔];二是河水上涨速度不快,水鸟儿有充足的时间离开;三是黄河边大片的农田和鱼塘为水鸟儿..."
0	"647:...的鹅蛋孵化后,她惊喜地发现,鹅雏的体貌极似豆雁,并且生长速度快,还像豆雁一样低空[飞翔],至今已孵出50多只。"
0	"648:据通用电气工业系统集团亚太地区总裁兼首席执行官金[飞翔]介绍,3年内这一集团在中国的代表处将遍及中国各主要省市,并在基础设施建设和汽车制造..."
0	649:“[飞翔]之梦奥运之旅”――2002年中国青岛国际动力伞邀请赛暨中国动力伞滑翔伞锦标赛将于8...
0	"650:...,头上有一个带黑斑的冠状盔突,它们时而站在榕树上接受父亲的喂食,时而拍着翅膀享受[飞翔]的乐趣。"
0	"651:...口封住,只留一条小缝供它把叼来的食物喂给雏鸟,直到幼鸟有足够的力气啄开封口,展翅[飞翔]。其间,雄鸟每天从早到晚寻找食物,照顾雌鸟和雏鸟。由于从择偶到生育,冠斑犀鸟始终对..."
0	"652:...治的猛禽中,有些是因为在人工环境中找不到足够的食物,导致缺乏营养、体力不足、无法[飞翔]而被人拣拾到,有些是农药、灭鼠剂等的受害者,有些则是因为受到枪伤或骨伤。"
0	"653:晚上十点,“水美人”斯德哥尔摩的天色尚蓝,海鸥欢快地在海边[飞翔],神秘的飞行轨迹似乎在诠释一篇篇盛夏的乐章。此时,海岸边的一个巨大的仓库里群情激昂..."
1	"654:...刚劲的舞姿展示了《生命之翼》。他要用残缺的肢体告诉人们:“是大雁,即使折翅,也要[飞翔]。任何挫折坎坷,也阻挡不了生命对美好的渴求。”"
0	"655:...和人烟,而是林草溢绿流翠,泡沼汪汪;多年不见的国家一级保护动物白鹳、丹顶鹤在低空[飞翔];几近绝迹的狍子、马鹿在林中奔跑……"
0	"656:...尔德机场飞往纽约。每架小飞机代表美国的一个州,悬挂着该州的州旗。飞机沿着哈得孙河[飞翔],经过原世贸中心上空,之后飞过自由女神像。"
0	"657:美国科学家正在设想让气球在火星大气层中[飞翔]的计划,希望将来可以把标本带回地球。"
0	"658:新的世纪,共和国和人民军队有了更高的发展目标。海军航空兵披着新世纪的霞光,[飞翔]在共和国的万里海天。"
0	"659:...跃荷塘月》高7米,由3层组成,上层描绘中秋节的月圆景色,祥和鹤鸟在云层及月光之间[飞翔];中层灯组则以走马转动,带出画中锦鲤游来游去,甚富动感;下层则用喷泉式型态承托上中..."
0	"660:...的想法到现在这种利用核磁共振技术解读大脑活动的方式,这条道路像莱特兄弟实现人类的[飞翔]梦想一样漫长。是科学缩短了梦想与现实的距离。”"
1	"661:...的参试人员都在注视着飞船的每一个动作;这一刻,又有多少颗心和太空中的“神舟”一起[飞翔]。"
1	662:(体育)通讯:盛会耀长沙我心待[飞翔]
1	663:通讯:盛会耀长沙我心待[飞翔]
1	"664:...《潮涌潇湘》分为上篇《洞庭波涌》、中篇《中流击水》、下篇《都市春风》、尾声《星城[飞翔]》,以深厚的湖湘文化为底蕴,将楚风古韵与现代动感,轻盈的水乡与挺拔的都市,天籁般的..."
0	"665:...飞”是贯穿整个开幕式文艺表演的灵魂,从开场满目惊艳的天外飞仙,到26只被命名为“[飞翔]”的丹顶鹤展翅[飞翔],再到足球少年腾空挥旗,尤其是最后“航天员”遨游太空,全场观众无不目眩神迷、身心俱..."
0	"666:...浩瀚无垠的太空,中华民族的使者真正成为了“天外访客”。从个人飞腾到民族腾飞,一个[飞翔]的梦,中国人做了几千年,令朝一夕圆梦。"
0	"667:而在冠岩内一个尚未开发的支洞里,却寂静而深幽,只有[飞翔]的蝙蝠不时发出“吱吱”的声音,一个洞穴研究与生态保护小组正借助手电筒的光芒,在厚积..."
0	"668:...林吐绿,偶见岸边的农舍在林中若隐若现,水牛到江中畅饮,鸭群在水上嬉戏,水鸟在空中[飞翔],村民头戴斗笠,划着竹排穿梭于山水之间……"
0	"669:...,最新的研究表明,因其大脑中处理平衡信息的神经组织相当发达,翼龙不仅能像鸟类一样[飞翔],而且很可能是飞行能手。"
0	"670:从此,他尽情地[飞翔]在蓝天。从华北飞到西北,从西北飞到西南,在祖国的万里蓝天上,处处留下了他矫健的身影..."
0	"671:杨利伟没有想到,儿时的[飞翔]蓝天梦想,会飞得那样遥远,飞向了遥远的太空。"
1	"672:...作一道白气,冲上天空。此后乡亲们便时常看到她显灵,或盘坐于云彩雾霭间,或身着红装[飞翔]在海上,拯救遇难的渔民,于是就在她升天之处建成祠庙,尊称她为“妈祖”,虔诚敬奉。民..."
0	"673:...蓝天白云清晰可见,偶尔还能看见国家级保护动物黑颈鹤在远处优雅地阔步漫行,或者展翼[飞翔]。置身草船之上,犹如身临江南水乡,而忘记了身在戈壁。"
0	"674:...年代表共同撞响了悼念广场上的“和平大钟”。伴随着悠扬的钟声,3000羽和平鸽腾空[飞翔],表达了人们维护和平、渴求发展的强烈愿望和心声。"
0	"675:...波迪尔于12月17日到达南极点,这恰好是美国的怀特兄弟完成了人类历史上第一次成功[飞翔]百年纪念日。"
0	"676:通场、盘旋、跃升、俯冲……H425民用直升机在空中自由[飞翔],精彩的首飞让人们赞叹不已。"
1	677:北大附中舞蹈团表演的彝族舞《摆裙》、维吾尔族舞《春天克孜》、蒙古舞《我心[飞翔]》极富民族风情。独舞《到最后》、《剑走行云》、《木兰归》以及汉族舞《大撇扇》精彩绝...
0	"678:她的另一个短篇叫做《火舞》。凌晨写到,中国的孩子登临火星,乘着滑翔伞,[飞翔]在那颗红色星球美丽的大气层中。"
0	"679:...尾羽呈淡红色,喙长而弯曲,头后部有柳叶状羽冠,眼睛周围皮肤裸露,与脚均呈鲜红色,[飞翔]起来体态格外优美。这种濒临灭绝的珍禽到1998年底日本仅有一只,应日方请求,中国国..."
0	"680:以蓝天为背景,以飘摇的五彩气球和人们的欢声笑语为底色,驰骋[飞翔]的纸鸢装点其间,别有一番滋味在心头。风筝在天空中竞相追逐,互不谦让,花蝴蝶超过了大..."
